Date,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume
2005-01-03,18.63515159125072,18.739453876819702,18.530850631940396,18.59343147277832,65002900
2005-01-04,18.68383031573631,18.843758573481878,18.537807882733766,18.6629695892334,109442100
2005-01-05,18.66296263439307,18.843751551269715,18.607335377373982,18.62124252319336,72463500
2005-01-06,18.669918168688394,18.81593923635697,18.52389577476125,18.600383758544922,76890500
2005-01-07,18.649060720757397,18.6977344185227,18.50999320232208,18.54475975036621,68723300
2005-01-10,18.496087197080715,18.676876175866198,18.45436707159449,18.635154724121094,70376600
2005-01-11,18.55866811934956,18.64906194595824,18.503040843069087,18.58648109436035,64712000
2005-01-12,18.614288950283672,18.669916207302762,18.509988009155183,18.62124252319336,72940600
2005-01-13,18.55171440527098,18.63515465593814,18.19013644902297,18.266624450683594,89861600
2005-01-14,18.357021650928093,18.391789533646026,18.106699526654566,18.16232681274414,92180800
2005-01-18,18.099741330948202,18.322250418520845,17.967626062854904,18.301389694213867,69146400
2005-01-19,18.224903999633188,18.25967187786898,18.023255610901387,18.06497573852539,58114100
2005-01-20,17.967625901124308,18.14841486471445,17.898091480319057,17.98153305053711,58380100
2005-01-21,18.044115441530757,18.169275818185625,17.828558585953132,17.835512161254883,76501000
2005-01-24,17.91199183309498,18.07887358394968,17.828550294538502,17.849411010742188,69010900
2005-01-25,17.912001609967508,18.210998740796704,17.905048034104155,18.092790603637695,67580700
2005-01-26,18.127556538019718,18.197090968021108,18.00934840489504,18.08583641052246,64974500
2005-01-27,18.04411994688862,18.190141085908124,17.974585502768242,18.15537452697754,93204100
2005-01-28,18.454361956040536,18.530848610520017,18.051062658519136,18.204038619995117,110466500
2005-01-31,18.32225043361446,18.440458552267152,18.19013516541233,18.273576736450195,71442100
2005-02-01,18.252717827313756,18.37787953318819,18.231857100915047,18.350065231323242,57981700
2005-02-02,18.370923981121823,18.426551252607645,18.273576587586323,18.39873695373535,79329500
2005-02-03,18.336153861381145,18.35701325521259,18.14841135934708,18.204038619995117,62545400
2005-02-04,18.197088725196537,18.336157568058827,18.176228000889562,18.301389694213867,61246500
2005-02-07,18.266620124659504,18.287479519256795,18.120597731185676,18.19013214111328,57763400
2005-02-08,18.21099722851584,18.315298205286766,18.190136502658106,18.245763778686523,61343700
2005-02-09,18.252719471666616,18.294439601963614,18.106698352497617,18.1275577545166,77874800
2005-02-10,18.14841213399597,18.16927152871778,18.07887772365328,18.12059783935547,71796400
2005-02-11,18.0997429978665,18.16232385029211,17.946766991377707,18.058021545410156,83835900
2005-02-14,18.030209131773137,18.162324416149882,18.01630198052107,18.08583641052246,58694000
2005-02-15,18.13466219554141,18.19046110292904,18.037014440200778,18.085838317871094,76551600
2005-02-16,18.043982862173685,18.085831694801556,17.904484979613585,17.988183975219727,57506600
2005-02-17,17.932393747297528,18.037017882674512,17.855671066465856,17.890544891357422,67024800
2005-02-18,17.883564738315997,17.890539767366835,17.71616803214815,17.7719669342041,77091100
2005-02-22,17.611543364097365,17.778940052272453,17.57666955294237,17.597593307495117,96419200
2005-02-23,17.604570386445427,17.68129437634427,17.555746513000994,17.576671600341797,83689400
2005-02-24,17.562717161350967,17.744063882017986,17.54179207922962,17.695240020751953,85236300
2005-02-25,17.667352119335355,17.70222594995152,17.541804200554978,17.611553192138672,62467700
2005-02-28,17.590617835593154,17.695241927120964,17.527843912816703,17.548768997192383,82728000
2005-03-01,17.569695250293957,17.72314188820436,17.52784507875875,17.632469177246094,56394800
2005-03-02,17.569696862440658,17.771967388684576,17.54877177475303,17.618520736694336,67739000
2005-03-03,17.646418794022306,17.653393822963274,17.534820991668308,17.55574607849121,52183600
2005-03-04,17.58364486390434,17.646418794022306,17.52784596272734,17.55574607849121,63058200
2005-03-07,17.55574432695563,17.988186765695666,17.54876929871056,17.764989852905273,80407400
2005-03-08,17.716167449951172,17.869615423325424,17.674318607372157,17.716167449951172,52871800
2005-03-09,17.709187862910802,17.83473568868345,17.632465226322257,17.65338897705078,62991800
2005-03-10,17.737096786499023,17.771970608612722,17.611548898328042,17.737096786499023,59132900
2005-03-11,17.751044241059933,17.771967999115457,17.47902341318055,17.499948501586914,60617900
2005-03-14,17.492964235386747,17.54178808553719,17.409265256307325,17.51388931274414,65550500
2005-03-15,17.506925917145313,17.604573682315475,17.360452939039043,17.37440299987793,71469400
2005-03-16,17.311626750936686,17.416249532592904,17.130279975235513,17.17910385131836,74841400
2005-03-17,17.186078734071934,17.21397885179583,17.10935607103289,17.116331100463867,60573200
2005-03-18,17.109353881448758,17.374398314152295,16.934982159042292,16.95590591430664,135904000
2005-03-21,16.98381133767697,16.99078636839573,16.84431338400383,16.879188537597656,71446200
2005-03-22,16.872215484058366,16.92801440599623,16.71179241942967,16.732717514038086,102113300
2005-03-23,16.732707699549234,17.011702145595713,16.71178261721433,16.865230560302734,79293300
2005-03-24,16.90708218541943,17.067503852082634,16.879183401384847,16.934982299804688,78820900
2005-03-28,17.018685160919713,17.067509045599984,16.865238476160126,16.879188537597656,49802000
2005-03-29,16.837337977723635,16.90708695300443,16.61414232110592,16.68389129638672,74231700
2005-03-30,16.767593932469754,16.872216752675907,16.7396938042274,16.85129165649414,59585700
2005-03-31,16.91406192972387,16.95591078261871,16.823389193393215,16.85826301574707,62382300
2005-04-01,16.907082924761962,16.983806912325864,16.809435180844797,16.82338523864746,64619600
2005-04-04,16.816412547003612,16.92103533436328,16.69783969990241,16.900110244750977,62196400
2005-04-05,16.89313314842612,17.08842996986514,16.823385518952175,17.0675048828125,73549600
2005-04-06,17.067502829554375,17.39532250218782,17.0535541035481,17.207000732421875,78020200
2005-04-07,17.20002715421888,17.52784552413707,17.179102067919576,17.506921768188477,77451500
2005-04-08,17.48600317601433,17.611551079735968,17.374405335006475,17.39533042907715,47956300
2005-04-11,17.45809467170252,17.51389356117416,17.33952186528147,17.416244506835938,47791800
2005-04-12,17.381369719379787,17.68128923225396,17.297670724718238,17.660364151000977,67517800
2005-04-13,17.597594185114467,17.75104215469062,17.430197488591045,17.465072631835938,60929300
2005-04-14,17.444140020663564,17.534812693283637,17.318592219843378,17.3255672454834,66754400
2005-04-15,17.144234476129334,17.367430156250762,17.025661604770928,17.060535430908203,100251600
2005-04-18,17.05355948998986,17.325579023114397,17.018684338082217,17.193056106567383,75766400
2005-04-19,17.23490275689173,17.29767669195563,17.053557311541407,17.17910385131836,65956200
2005-04-20,17.2000248051767,17.227924916432066,16.94892912528052,16.962879180908203,91923500
2005-04-21,17.074478863266073,17.709191831025958,17.067503834676874,17.632469177246094,93562300
2005-04-22,17.47203971780354,17.61153757728847,17.283719336954118,17.423215866088867,80087500
2005-04-25,17.485989918236598,17.632462804974004,17.33951836184939,17.430191040039062,75457900
2005-04-26,17.402298270953825,17.61154380380932,17.25582533367446,17.269775390625,60464300
2005-04-27,17.20002050118045,17.541788796434137,17.179095422975053,17.430191040039062,47732800
2005-04-28,17.311625868501302,17.381374829500377,17.046581413125757,17.053556442260742,83623100
2005-04-29,17.353469322186925,17.646413803100586,17.290696740173622,17.646413803100586,98641200
2005-05-02,17.597593307495117,17.688267345059096,17.402297836466158,17.597593307495117,54376700
2005-05-03,17.52784187923501,17.716163625715257,17.49994310032151,17.688264846801758,67867800
2005-05-04,17.674318912840867,17.716167756143165,17.513897238223116,17.58364486694336,86864200
2005-05-05,17.57666955294237,17.667342260155728,17.492970543679515,17.597593307495117,59362300
2005-05-06,17.6673478608748,17.771970657856833,17.56970009440504,17.59062385559082,64322600
2005-05-09,17.597586961473425,17.667335888981253,17.472039158029357,17.51388931274414,61872400
2005-05-10,17.465071166423574,17.492969948327943,17.31162320972252,17.367422103881836,62235100
2005-05-11,17.360452939039043,17.41625185204357,17.186081169606023,17.37440299987793,59463300
2005-05-12,17.325583617780648,17.513905496970985,17.318608585549374,17.43718147277832,74540700
2005-05-13,17.45809339635995,17.70221268849603,17.430193288487043,17.646413803100586,77204300
2005-05-16,17.653416577704608,17.842335747088413,17.625429294038916,17.835338592529297,50577300
2005-05-17,17.70939735736923,17.84234066146793,17.667415753022166,17.81435203552246,39983200
2005-05-18,17.842334596141576,18.080232497522452,17.786358697850233,17.982275009155273,71182400
2005-05-19,18.017254845544866,18.227164076907542,17.98227041850787,18.13620376586914,52120800
2005-05-20,18.108217102180593,18.13620571447364,18.003262475222638,18.0102596282959,64444500
2005-05-23,18.01026331737228,18.24116407780382,18.01026331737228,18.087230682373047,75421100
2005-05-24,18.052240211938482,18.108216098852616,17.99626432502435,18.017255783081055,61287700
2005-05-25,17.968279130673572,18.03125217756939,17.84233303688194,17.989269256591797,35749000
2005-05-26,18.017260621667525,18.192185482072066,18.003266312538177,18.122215270996094,50579200
2005-05-27,18.073237446715936,18.25515947097693,18.05924313687182,18.241165161132812,54978000
2005-05-31,18.185189368950763,18.213177988812333,18.017261653493886,18.05224609375,46131100
2005-06-01,18.003253036426297,18.19217206664591,17.919289912708553,18.059228897094727,54621000
2005-06-02,17.989272700278995,18.094228688244133,17.940293950999706,18.045249938964844,27212500
2005-06-03,17.982278955122773,18.059244998055846,17.730386690252043,17.793359756469727,79659500
2005-06-06,17.758365293969433,17.842329786055934,17.709386562989945,17.75136947631836,40756900
2005-06-07,17.723390484956774,18.07324027844946,17.709396172920012,17.849336624145508,54511400
2005-06-08,17.87732213812681,17.926302225390916,17.730385880047248,17.772367477416992,45369700
2005-06-09,17.77236924251438,17.919306849758257,17.73738479699353,17.849336624145508,52767900
2005-06-10,17.835341355757855,17.85633282268741,17.730386690252043,17.793359756469727,39459800
2005-06-13,17.744376409420646,17.835336740100203,17.67440620566757,17.70939064025879,49104100
2005-06-14,17.709391365635597,17.80035303461158,17.66041262137346,17.74437713623047,44243300
2005-06-15,17.772363535293973,17.779360689065363,17.569451414206117,17.674406051635742,50764800
2005-06-16,17.64641632914546,17.653413482477745,17.457498527455964,17.520471572875977,65918800
2005-06-17,17.681402095806877,17.695396402471445,17.436507067459114,17.520471572875977,90821300
2005-06-20,17.478484924375476,17.688395475854286,17.44350049974747,17.569446563720703,50538900
2005-06-21,17.548456266019745,17.625423606763846,17.520468991384835,17.597434997558594,81084000
2005-06-22,17.569456289477984,17.674410956031018,17.513480378344962,17.541467666625977,60492700
2005-06-23,17.611433155746862,17.926298405350394,17.59743884808212,17.70939064025879,105159800
2005-06-24,17.64641632914546,17.772362419985484,17.520471572875977,17.520471572875977,57970700
2005-06-27,17.541460125722484,17.66740620527153,17.51347284947293,17.5274658203125,61636200
2005-06-28,17.55546197805198,17.632429356324003,17.513480378344962,17.541467666625977,53058100
2005-06-29,17.646426072644694,17.716396310031154,17.4924926180515,17.555465698242188,55859900
2005-06-30,17.53446275759394,17.590438643975766,17.366535098448466,17.380529403686523,82018200
2005-07-01,17.387530586888676,17.48548807712168,17.26158447969155,17.28957176208496,69718400
2005-07-05,17.2545797015741,17.62542070506963,17.22659243154677,17.478483200073242,61883500
2005-07-06,17.47149150166352,17.54845885375741,17.27557654661804,17.282573699951172,64214600
2005-07-07,17.198612271153667,17.289572611615014,17.142636369045736,17.247591018676758,80082900
2005-07-08,17.24060029728875,17.57645716982951,17.233603140092978,17.555465698242188,56104000
2005-07-11,17.597450888671936,17.758381533217104,17.569463588763515,17.695409774780273,61525400
2005-07-12,17.660414502349855,17.9263010489072,17.632427217463775,17.91930389404297,63384800
2005-07-13,17.863330035504077,18.01726345643388,17.82834425717618,17.95429039001465,44749200
2005-07-14,18.045251191811936,18.26215766849569,18.045251191811936,18.17119598388672,69506800
2005-07-15,18.22017480614564,18.2621564005892,18.01726131962192,18.045249938964844,56472800
2005-07-18,17.98926921512994,18.045246442971045,17.877317428588867,17.877317428588867,39668000
2005-07-19,18.045246364115517,18.367107415371976,18.017257750317274,18.304134368896484,113290100
2005-07-20,18.192190969654806,18.353121569473902,18.108226424122005,18.32513427734375,71424800
2005-07-21,18.402092680259727,18.52803877890646,18.192183405562258,18.500051498413086,112932100
2005-07-22,18.185187232396043,18.43008228912898,17.9332950215198,17.968280792236328,97558900
2005-07-25,17.975278854370117,18.122215095089697,17.947290236383097,17.975278854370117,45174600
2005-07-26,17.99626410957628,18.01025841477988,17.863322213853277,17.870319366455078,51476400
2005-07-27,17.9193031947131,18.052245128232663,17.863327292554654,17.99626922607422,57977300
2005-07-28,18.017255783081055,18.087225975366326,17.95428274348135,18.017255783081055,44738700
2005-07-29,18.038252857593186,18.19218626089371,17.905309584314512,17.91930389404297,59524400
2005-08-01,18.059236424903332,18.227164076907542,18.024251997866333,18.13620376586914,61346800
